BRAND,MODEL,OS,PRIMARY CAMERA,SELFIE CAMERA,GPU,CPU,INTERNAL MEMORY,SENSORS,BATTERY,PRICE
YU,Yureka S,Android 5.1.1 (Lollipop),"13 MP, f/2.2, 1/3.1"", 1.12µm, AF","5 MP, f/2.2",Adreno 405,Octa-core (4x1.7 GHz Cortex-A53 & 4x1.1 GHz Cortex-A53),16GB 3GB RAM,"Accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3000 mAh battery,About 170 EUR
YU,Yunicorn,Android 5.1.1 (Lollipop),"13 MP, f/2.2, PDAF","5 MP, f/2.0",Mali-T860MP2,Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),32GB 4GB RAM,"Fingerprint (front-mounted), accelerometer, proximity",Non-removable Li-Po 4000 mAh battery,About 180 EUR
YU,Yureka Note,Android 5.1.1 (Lollipop),"13 MP, PDAF",8 MP,Mali-T720MP3,Octa-core 1.5 GHz Cortex-A53,16GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity",Non-removable Li-Po 4000 mAh battery,About 180 EUR
YU,Yutopia,"Android 5.1.1 (Lollipop), Cyanogen 12.1","21 MP, f/2.2, 27mm (wide), 1/2.4"", 1.12µm, PDAF, OIS","8 MP, f/2.2, 1/3.2"", 1.4µm",Adreno 430,Octa-core (4x2.0 GHz Cortex A57 & 4x1.5 GHz Cortex-A53),32GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass",Non-removable Li-Po 3000 mAh battery,About 420 EUR
YU,Yunique,Android 5.1.1 (Lollipop),"8 MP, f/2.0, AF",2 MP,Adreno 306,Quad-core 1.2 GHz Cortex-A53,8GB 1GB RAM,"Accelerometer, proximity",Non-removable Li-Po 2000 mAh battery,About 70 EUR
verykool,s5702 Royale Quattro,Android 7.0 (Nougat),"13 MP, AF
2 MP, depth sensor","5 MP
2 MP, depth sensor",Mali-400MP2,Quad-core 1.3 GHz Cortex-A7,16GB 2GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Po 3200 mAh battery,NA
verykool,s5037 Apollo Quattro,Android 7.0 (Nougat),"13 MP, AF
2 MP, depth sensor","5 MP
2 MP, depth sensor",Mali-400MP2,Quad-core 1.3 GHz Cortex-A7,8GB 1GB RAM,"Fingerprint (rear-mounted), accelerometer",Non-removable Li-Po 2000 mAh battery,NA
verykool,s5036 Apollo,Android 7.0 (Nougat),"8 MP, AF
2 MP, depth sensor",5 MP,Mali-400MP2,Quad-core 1.3 GHz Cortex-A7,8GB 1GB RAM,"Fingerprint (rear-mounted), accelerometer",Removable Li-Po 2000 mAh battery,NA
verykool,s5200 Orion,Android 7.0 (Nougat),"8 MP, AF",5 MP,Mali-400MP2,Quad-core 1.3 GHz Cortex-A7,16GB 1GB RAM,"Fingerprint (rear-mounted), accelerometer",Removable Li-Ion 2000 mAh battery,NA
verykool,s5031 Bolt Turbo,Android 7.0 (Nougat),"8 MP, AF",8 MP,Mali-400MP2,Quad-core 1.3 GHz Cortex-A7,16GB 2GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Li-Ion 2000 mAh battery,NA
verykool,sl5029 Bolt Pro LTE,Android 7.0 (Nougat),"8 MP, AF",5 MP,Mali-T720,Quad-core 1.25 GHz Cortex-A53,8GB 1GB RAM,"Fingerprint (rear-mounted), accelerometer",Li-Ion 2000 mAh battery,NA
verykool,s5029 Bolt Pro,Android 7.0 (Nougat),8 MP,5 MP,Mali-400MP2,Quad-core 1.3 GHz Cortex-A7,8GB 1GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Li-Ion 2000 mAh battery,NA
verykool,s5205 Orion Pro,Android 7.0 (Nougat),"8 MP, AF",8 MP,Mali-400MP2,Quad-core 1.3 GHz Cortex-A7,16GB 1GB RAM,"Fingerprint (rear-mounted), accelerometer",Li-Ion 2000 mAh battery,NA
verykool,s6005X Cyprus Pro,Android 7.0 (Nougat),"13 MP, f/2.2, AF","8 MP, f/2.8",Mali-400MP2,Quad-core 1.3 GHz Cortex-A7,16GB 1GB RAM,"Accelerometer, proximity",Li-Ion 3000 mAh battery,NA
verykool,s5527 Alpha Pro,Android 6.0 (Marshmallow),"13 MP, f/2.2, AF","8 MP, f/2.8",Mali-400MP2,Quad-core 1.3 GHz Cortex-A7,16GB 1GB RAM,"Accelerometer, proximity",Removable Li-Po 2800 mAh battery,NA
Plum,Tag 2 3G,NA,1.3 MP,No,Mali-400,1.2 GHz Cortex-A7,512MB 256MB RAM,,Removable Li-Ion 800 mAh battery,NA
Plum,Phantom 2,Android 8.0 Oreo (Go edition),8 MP,5 MP,Mali-400,Quad-core 1.3 GHz Cortex-A7,8GB 1GB RAM,Accelerometer,Removable Li-Ion 2700 mAh battery,NA
Plum,Optimax 13,Android 8.0 Oreo (Go edition),5 MP,2 MP,Mali-400,Quad-core 1.3 GHz Cortex-A7,8GB 1GB RAM,Accelerometer,Non-removable Li-Ion 4700 mAh battery,NA
Plum,Flipper 2,NA,1.3 MP,No,NA,NA,"32MB ROM, 32MB RAM",,Removable Li-Ion 750 mAh battery,NA
Plum,Ram 8,NA,5 MP,,No,NA,128MB 64MB RAM,,Removable Li-Ion 1200 mAh battery,NA
Plum,Gator 5,Android 8.1 (Oreo),"13 MP, AF",5 MP,Mali-400MP2,Quad-core 1.3 GHz Cortex-A7,16GB 2GB RAM,"Accelerometer, proximity",Non-removable Li-Ion 3700 mAh battery,NA
Plum,Tag 3G,NA,1.3 MP,No,NA,NA,"128MB ROM, 64MB RAM",,Removable Li-Ion 800 mAh battery,NA
Plum,Optimax 11,Android 6.0 (Marshmallow),5 MP,2 MP,Mali-400,Quad-core 1.3 GHz Cortex-A7,16GB 1GB RAM,Accelerometer,Li-Ion 3500 mAh battery,NA
Plum,Optimax 12,Android 6.0 (Marshmallow),5 MP,2 MP,Mali-400,Quad-core 1.3 GHz Cortex-A7,8GB 1GB RAM,Accelerometer,Li-Ion 2400 mAh battery,NA
Plum,Optimax 2,Android 6.0 (Marshmallow),5 MP,2 MP,Mali-400,Quad-core 1.2 GHz Cortex-A7,8GB 1GB RAM,Accelerometer,Li-Ion 2400 mAh battery,NA
